position_id,fen,piece_placement,side_to_move,castling_rights,en_passant,halfmove_clock,fullmove_number,ply_number,total_pieces,white_pieces,black_pieces,phase
board_000282,r1bqk1nr/ppppbp2/2n5/2P1p2p/1P4pP/1Q6/P2PPPP1/RNB1KBNR w KQkq - 0 8,r1bqk1nr/ppppbp2/2n5/2P1p2p/1P4pP/1Q6/P2PPPP1/RNB1KBNR,white,KQkq,-,0,8,14,32,16,16,dense
board_000283,rnbqkbnr/p1pp1ppp/4p3/1p6/6PP/5N2/PPPPPP2/RNBQKB1R w KQkq - 1 5,rnbqkbnr/p1pp1ppp/4p3/1p6/6PP/5N2/PPPPPP2/RNBQKB1R,white,KQkq,-,1,5,8,32,16,16,dense
board_000284,rn1qkbnr/p1ppppp1/8/1p2N2p/4b1P1/7P/PPPPPP2/RNBQKB1R w KQkq - 1 5,rn1qkbnr/p1ppppp1/8/1p2N2p/4b1P1/7P/PPPPPP2/RNBQKB1R,white,KQkq,-,1,5,8,32,16,16,dense
board_000285,1n1qkbnr/rp1bpppp/2p5/pN1p4/3P4/8/PPPBPPPP/2RQKBNR w Kk - 2 6,1n1qkbnr/rp1bpppp/2p5/pN1p4/3P4/8/PPPBPPPP/2RQKBNR,white,Kk,-,2,6,10,32,16,16,dense
board_000286,rnbqk2r/4p1bp/p1pp1p1n/1p4p1/4NPP1/3P3B/PPP1P2P/RQBK2NR w kq - 0 11,rnbqk2r/4p1bp/p1pp1p1n/1p4p1/4NPP1/3P3B/PPP1P2P/RQBK2NR,white,kq,-,0,11,20,32,16,16,dense
board_000287,rnq1kbnr/p2ppp1p/b1p3p1/1p4N1/1P6/5P2/PBPPP1PP/RN1QKB1R w KQkq - 4 6,rnq1kbnr/p2ppp1p/b1p3p1/1p4N1/1P6/5P2/PBPPP1PP/RN1QKB1R,white,KQkq,-,4,6,10,32,16,16,dense
board_000288,r1bqkbnr/ppppp1p1/n4p2/7p/3P1B2/1P6/P1P1PPPP/RN1QKBNR w KQkq - 0 4,r1bqkbnr/ppppp1p1/n4p2/7p/3P1B2/1P6/P1P1PPPP/RN1QKBNR,white,KQkq,-,0,4,6,32,16,16,dense
board_000289,rnbq2nr/p1pp1kp1/1p3p2/4p2p/1b1P4/2P2P2/PP1KPNPP/RNB2BR1 w - - 4 10,rnbq2nr/p1pp1kp1/1p3p2/4p2p/1b1P4/2P2P2/PP1KPNPP/RNB2BR1,white,-,-,4,10,18,31,15,16,dense
board_000290,r1b1kb1r/1p1n2pp/2pppp2/pq1N1n1N/2P4P/P7/1P1PPPPR/R1BQKB2 b Qkq - 0 11,r1b1kb1r/1p1n2pp/2pppp2/pq1N1n1N/2P4P/P7/1P1PPPPR/R1BQKB2,black,Qkq,-,0,11,21,32,16,16,dense
board_000291,rnb1k1nr/pppp1ppp/4p3/2b3q1/3P4/2P1B1P1/PP2PP1P/RN1QKBNR b KQkq - 2 4,rnb1k1nr/pppp1ppp/4p3/2b3q1/3P4/2P1B1P1/PP2PP1P/RN1QKBNR,black,KQkq,-,2,4,7,32,16,16,dense
board_000292,rnbqkbnr/1ppp1pp1/p7/4p2p/8/2N4N/PPPPPPPP/1RBQKB1R w Kkq - 0 4,rnbqkbnr/1ppp1pp1/p7/4p2p/8/2N4N/PPPPPPPP/1RBQKB1R,white,Kkq,-,0,4,6,32,16,16,dense
board_000293,rnbqkbnr/pppp2p1/4p3/5p1p/P7/4N3/1PPPPPPP/R1BQKBNR b KQkq - 0 4,rnbqkbnr/pppp2p1/4p3/5p1p/P7/4N3/1PPPPPPP/R1BQKBNR,black,KQkq,-,0,4,7,32,16,16,dense
board_000294,rn2kb1r/p1p1q1pp/1p1pp2n/5P2/P3b3/RP3N2/2PPPP1P/1NBQKB1R w Kkq - 1 9,rn2kb1r/p1p1q1pp/1p1pp2n/5P2/P3b3/RP3N2/2PPPP1P/1NBQKB1R,white,Kkq,-,1,9,16,31,16,15,dense
board_000295,rnbq1k1r/p1ppbp2/6p1/1p2p2p/P3P1nN/2N4P/1PPPQPP1/R1B1KB1R w KQ - 0 10,rnbq1k1r/p1ppbp2/6p1/1p2p2p/P3P1nN/2N4P/1PPPQPP1/R1B1KB1R,white,KQ,-,0,10,18,32,16,16,dense
board_000296,rnbqkbn1/pp1pp1pr/5p2/2p5/5B1p/2PP1P2/PP1KP1PP/RN1Q1BNR w q - 0 6,rnbqkbn1/pp1pp1pr/5p2/2p5/5B1p/2PP1P2/PP1KP1PP/RN1Q1BNR,white,q,-,0,6,10,32,16,16,dense
board_000297,rnbk1bnr/pp2ppp1/2p4p/3p2q1/2P5/1P1PP1P1/PB3PBP/RN1QK1NR w KQ - 2 8,rnbk1bnr/pp2ppp1/2p4p/3p2q1/2P5/1P1PP1P1/PB3PBP/RN1QK1NR,white,KQ,-,2,8,14,32,16,16,dense
board_000298,r1b1kbnr/ppp2ppp/8/3pp3/1n3P1q/P2P2P1/1PP1P2P/RNBQKBNR w KQkq - 1 6,r1b1kbnr/ppp2ppp/8/3pp3/1n3P1q/P2P2P1/1PP1P2P/RNBQKBNR,white,KQkq,-,1,6,10,32,16,16,dense
board_000299,rnbqk2r/p1pp1ppp/1p1b1n2/4p3/P5P1/N2P1P2/1PP1P1BP/R1BQ1KNR b kq - 0 7,rnbqk2r/p1pp1ppp/1p1b1n2/4p3/P5P1/N2P1P2/1PP1P1BP/R1BQ1KNR,black,kq,-,0,7,13,32,16,16,dense
board_000300,1rbqkbnr/pppppppp/8/4n3/3PPB2/8/PPPQ1PPP/RN2KBNR b KQk - 4 4,1rbqkbnr/pppppppp/8/4n3/3PPB2/8/PPPQ1PPP/RN2KBNR,black,KQk,-,4,4,7,32,16,16,dense
board_000301,1r1qk2r/p1p1bpp1/np1p1n2/4pbBp/2NP2PP/2P2N2/PP2PP1R/R2QKB2 w Qk - 2 10,1r1qk2r/p1p1bpp1/np1p1n2/4pbBp/2NP2PP/2P2N2/PP2PP1R/R2QKB2,white,Qk,-,2,10,18,32,16,16,dense
board_000302,rnbqkb1r/p1pppp1p/5npB/1p6/1P1P4/5N2/P1P1PPPP/RN1QKB1R b KQkq - 0 4,rnbqkb1r/p1pppp1p/5npB/1p6/1P1P4/5N2/P1P1PPPP/RN1QKB1R,black,KQkq,-,0,4,7,32,16,16,dense
board_000303,r1bqkbnr/pp1p1pp1/n1p1p2p/8/1P6/N1P2N1P/P2PPPP1/R1BQKB1R b KQkq - 1 5,r1bqkbnr/pp1p1pp1/n1p1p2p/8/1P6/N1P2N1P/P2PPPP1/R1BQKB1R,black,KQkq,-,1,5,9,32,16,16,dense
board_000304,rnbqkb1r/1pp1pp1p/p2p1n2/6p1/4P3/1QPP4/PP3PPP/RNBK1BNR b kq - 1 5,rnbqkb1r/1pp1pp1p/p2p1n2/6p1/4P3/1QPP4/PP3PPP/RNBK1BNR,black,kq,-,1,5,9,32,16,16,dense
board_000305,rnbqkbnr/3ppp2/p6p/1pp3p1/2P3P1/1P3P1P/PB1PP3/RN1QKBNR b KQkq - 1 6,rnbqkbnr/3ppp2/p6p/1pp3p1/2P3P1/1P3P1P/PB1PP3/RN1QKBNR,black,KQkq,-,1,6,11,32,16,16,dense
board_000306,1nbqkbnr/3ppp2/r5pp/ppp5/P1P2P2/1P4P1/R2PP2P/1NBQKBNR b Kk - 0 7,1nbqkbnr/3ppp2/r5pp/ppp5/P1P2P2/1P4P1/R2PP2P/1NBQKBNR,black,Kk,-,0,7,13,32,16,16,dense
board_000307,rnb1k1nr/1pq1ppb1/6pp/p1pp4/2B1P1P1/2N4N/PPPP1P1P/1RBQK1R1 b kq - 5 8,rnb1k1nr/1pq1ppb1/6pp/p1pp4/2B1P1P1/2N4N/PPPP1P1P/1RBQK1R1,black,kq,-,5,8,15,32,16,16,dense
board_000308,1nbq1bn1/1rp2kpr/p4p1p/3pp3/1p2P2P/2PPBNP1/PPQ2P2/R1N1KB1R w KQ - 0 13,1nbq1bn1/1rp2kpr/p4p1p/3pp3/1p2P2P/2PPBNP1/PPQ2P2/R1N1KB1R,white,KQ,-,0,13,24,32,16,16,dense
board_000309,rnbqk1nr/pppp1pp1/8/4p2p/1bP2N2/P1N5/1P1PPPPP/R1BQKB1R b KQkq - 3 5,rnbqk1nr/pppp1pp1/8/4p2p/1bP2N2/P1N5/1P1PPPPP/R1BQKB1R,black,KQkq,-,3,5,9,32,16,16,dense
board_000310,r1bq1bnr/1p1ppkpp/2p5/1n3pP1/pPP5/P6N/RBKPPP1P/1NQ2B1R b - - 1 12,r1bq1bnr/1p1ppkpp/2p5/1n3pP1/pPP5/P6N/RBKPPP1P/1NQ2B1R,black,-,-,1,12,23,32,16,16,dense
board_000311,r1bqkbnr/1pp1pp2/2n3p1/p2p2Qp/8/P1P5/1P1PPPPP/RNB1KBNR w KQkq - 0 7,r1bqkbnr/1pp1pp2/2n3p1/p2p2Qp/8/P1P5/1P1PPPPP/RNB1KBNR,white,KQkq,-,0,7,12,32,16,16,dense
board_000312,r1bqkb1r/ppp2p2/n3p3/3p2pp/7P/2NPP1Q1/PPP2PP1/RnB1KBNR b KQkq - 7 10,r1bqkb1r/ppp2p2/n3p3/3p2pp/7P/2NPP1Q1/PPP2PP1/RnB1KBNR,black,KQkq,-,7,10,19,32,16,16,dense
board_000313,r3kbnr/1pp1pppp/p1nqb3/3p4/2P5/5P1N/PP1PP1PP/RNBQKB1R w KQkq - 1 6,r3kbnr/1pp1pppp/p1nqb3/3p4/2P5/5P1N/PP1PP1PP/RNBQKB1R,white,KQkq,-,1,6,10,32,16,16,dense
board_000314,rn1qk1nr/2p2pbp/b6P/pp1p2p1/5p2/PN1P2P1/1PP1P2R/R1BQKBN1 w Q - 2 12,rn1qk1nr/2p2pbp/b6P/pp1p2p1/5p2/PN1P2P1/1PP1P2R/R1BQKBN1,white,Q,-,2,12,22,31,15,16,dense
board_000315,rn1qkbr1/pppbpnp1/5p2/3p3p/P1P2P2/RQ5N/1P1PP1PP/2BNKB1R b Kq - 2 8,rn1qkbr1/pppbpnp1/5p2/3p3p/P1P2P2/RQ5N/1P1PP1PP/2BNKB1R,black,Kq,-,2,8,15,32,16,16,dense
board_000316,rn1qk1nr/3p1p1p/b1p3p1/pp2p3/1bP1PP2/P2B2P1/R2P3P/1NBQK1NR w Kkq - 0 12,rn1qk1nr/3p1p1p/b1p3p1/pp2p3/1bP1PP2/P2B2P1/R2P3P/1NBQK1NR,white,Kkq,-,0,12,22,31,15,16,dense
board_000317,rnbk1b1r/p1p1ppp1/4qn2/Pp1p4/1PPP2Pp/NR6/4PP1P/2BQKBNR w K - 1 12,rnbk1b1r/p1p1ppp1/4qn2/Pp1p4/1PPP2Pp/NR6/4PP1P/2BQKBNR,white,K,-,1,12,22,32,16,16,dense
board_000318,2bq1bnr/1pp3k1/2n2ppp/1P1pp3/r4P1P/p1PPR3/PB2P1P1/RN1KQBN1 w - - 3 13,2bq1bnr/1pp3k1/2n2ppp/1P1pp3/r4P1P/p1PPR3/PB2P1P1/RN1KQBN1,white,-,-,3,13,24,32,16,16,dense
board_000319,r1bqkb1r/ppppp1pn/5p1p/1Nn5/P2P1P2/7N/1PP1P1PP/R1BQKB1R b KQkq - 1 7,r1bqkb1r/ppppp1pn/5p1p/1Nn5/P2P1P2/7N/1PP1P1PP/R1BQKB1R,black,KQkq,-,1,7,13,32,16,16,dense
board_000320,rnbqk1nr/2pp2pp/pp2N3/5p2/PbP1p3/N6P/1P1PPPP1/R1BQKB1R b KQkq - 1 7,rnbqk1nr/2pp2pp/pp2N3/5p2/PbP1p3/N6P/1P1PPPP1/R1BQKB1R,black,KQkq,-,1,7,13,32,16,16,dense
board_000321,rnb1kb1r/pp1pn1p1/7p/1Pp1pp2/N1P4q/3P1PP1/P3P2P/R1BQKBNR w KQkq - 3 9,rnb1kb1r/pp1pn1p1/7p/1Pp1pp2/N1P4q/3P1PP1/P3P2P/R1BQKBNR,white,KQkq,-,3,9,16,32,16,16,dense
board_000322,rnbqkbnr/1pppp1p1/5p1p/p7/2P5/1P2PN2/P2P1PPP/RNBQKB1R b KQkq - 0 4,rnbqkbnr/1pppp1p1/5p1p/p7/2P5/1P2PN2/P2P1PPP/RNBQKB1R,black,KQkq,-,0,4,7,32,16,16,dense
board_000323,rnbq1bnr/pppkppp1/3p4/7p/3P4/N3Q3/PPP1PPPP/R1B1KBNR b KQ - 3 4,rnbq1bnr/pppkppp1/3p4/7p/3P4/N3Q3/PPP1PPPP/R1B1KBNR,black,KQ,-,3,4,7,32,16,16,dense
board_000324,rnbqkbnr/p1p1pppp/3p4/8/1p4P1/2N1P3/PPPP1P1P/RNBQKB1R b KQkq - 1 4,rnbqkbnr/p1p1pppp/3p4/8/1p4P1/2N1P3/PPPP1P1P/RNBQKB1R,black,KQkq,-,1,4,7,32,16,16,dense
board_000325,r1bq1knr/p2p3p/2p1p3/np3p2/1PP3pb/4PPPB/P1QPNK1P/RNB2R2 w - - 0 13,r1bq1knr/p2p3p/2p1p3/np3p2/1PP3pb/4PPPB/P1QPNK1P/RNB2R2,white,-,-,0,13,24,32,16,16,dense
board_000326,rnb2r1k/pp1pp2p/1q4pn/2p2p2/2PbP1P1/BP1B1P2/P2P3P/RN1QK1NR w KQ - 1 10,rnb2r1k/pp1pp2p/1q4pn/2p2p2/2PbP1P1/BP1B1P2/P2P3P/RN1QK1NR,white,KQ,-,1,10,18,32,16,16,dense
board_000327,rnbqkb1r/1p2p1pp/p1pp3n/5p2/4PP2/N2P3N/PPPK2PP/R1BQ1B1R w kq - 1 8,rnbqkb1r/1p2p1pp/p1pp3n/5p2/4PP2/N2P3N/PPPK2PP/R1BQ1B1R,white,kq,-,1,8,14,32,16,16,dense
board_000328,r1bqk2r/pp1pBppp/n3p3/P1p1bn2/3P4/R3Q2P/1PP1PPPR/1N2KBN1 b k - 2 12,r1bqk2r/pp1pBppp/n3p3/P1p1bn2/3P4/R3Q2P/1PP1PPPR/1N2KBN1,black,k,-,2,12,23,32,16,16,dense
board_000329,rnb1k2r/pp1pppbp/5n2/q1p3B1/3P2PP/N2Q1P2/PPP1P3/R2K1BNR b kq - 0 8,rnb1k2r/pp1pppbp/5n2/q1p3B1/3P2PP/N2Q1P2/PPP1P3/R2K1BNR,black,kq,-,0,8,15,31,16,15,dense
board_000330,rnb1kb1r/4pppp/2p4n/pp1N3P/PP3P2/B6q/R1PPP1P1/3QKBNR w Kkq - 1 12,rnb1kb1r/4pppp/2p4n/pp1N3P/PP3P2/B6q/R1PPP1P1/3QKBNR,white,Kkq,-,1,12,22,31,16,15,dense
board_000331,rnbqkbnr/ppppp1p1/5p1p/5P2/4P3/P6N/1PPP2PP/RNBQKB1R b KQkq - 0 5,rnbqkbnr/ppppp1p1/5p1p/5P2/4P3/P6N/1PPP2PP/RNBQKB1R,black,KQkq,-,0,5,9,32,16,16,dense
board_000332,r2qkb1r/p2npppp/3p1n2/1pp5/b3PPP1/P6P/RPPPK3/1NBQ1BNR b kq - 1 8,r2qkb1r/p2npppp/3p1n2/1pp5/b3PPP1/P6P/RPPPK3/1NBQ1BNR,black,kq,-,1,8,15,32,16,16,dense
board_000333,rnb2bnr/pp2pkp1/1qpp4/5p2/2PNPP2/NP1B2Pp/PB1P3P/R2Q1RK1 b - - 0 11,rnb2bnr/pp2pkp1/1qpp4/5p2/2PNPP2/NP1B2Pp/PB1P3P/R2Q1RK1,black,-,-,0,11,21,32,16,16,dense
board_000334,rnb1qbnr/1pppp2p/p4k1B/5pp1/3P1P1P/8/PPPKP1P1/RN1Q1BNR w - - 2 8,rnb1qbnr/1pppp2p/p4k1B/5pp1/3P1P1P/8/PPPKP1P1/RN1Q1BNR,white,-,-,2,8,14,32,16,16,dense
board_000335,rn2kbnr/pp1qpp1p/6p1/2pp1b2/4P2N/8/PPPPKPPP/RNBQ1B1R b kq - 1 7,rn2kbnr/pp1qpp1p/6p1/2pp1b2/4P2N/8/PPPPKPPP/RNBQ1B1R,black,kq,-,1,7,13,32,16,16,dense
board_000336,rn1qkb1r/pp1b2p1/7n/2p1pp1p/1P2PP1P/8/P1PP2P1/RNBQK1NR w KQkq - 0 9,rn1qkb1r/pp1b2p1/7n/2p1pp1p/1P2PP1P/8/P1PP2P1/RNBQK1NR,white,KQkq,-,0,9,16,30,15,15,dense
board_000337,rnbqkb1r/p2ppp1p/1p5n/2p3p1/6PP/5P2/PPPPPK2/RNBQ1BNR w kq - 0 5,rnbqkb1r/p2ppp1p/1p5n/2p3p1/6PP/5P2/PPPPPK2/RNBQ1BNR,white,kq,-,0,5,8,32,16,16,dense
board_000338,1rbqkbnr/1pppppp1/p1n1B2p/8/8/N3PP1P/PPPP2P1/R1BQK1NR w KQk - 2 7,1rbqkbnr/1pppppp1/p1n1B2p/8/8/N3PP1P/PPPP2P1/R1BQK1NR,white,KQk,-,2,7,12,32,16,16,dense
board_000339,r1bqkb1r/1p1p1p1p/n4np1/1Np5/1PP1p3/5PP1/P2PP2P/R1BQKBNR b KQkq - 0 9,r1bqkb1r/1p1p1p1p/n4np1/1Np5/1PP1p3/5PP1/P2PP2P/R1BQKBNR,black,KQkq,-,0,9,17,31,16,15,dense
board_000340,r1b3nr/pp1n2bp/3pqpk1/2p3p1/1PP1p1PP/3PPP2/P3K1B1/RNBQ2NR w - - 1 13,r1b3nr/pp1n2bp/3pqpk1/2p3p1/1PP1p1PP/3PPP2/P3K1B1/RNBQ2NR,white,-,-,1,13,24,32,16,16,dense
board_000341,rnb1k1nr/pp1pbp1p/2p1q3/4p3/3P1PpQ/N3P2N/PPP3PP/R1B1KB1R b KQkq - 0 9,rnb1k1nr/pp1pbp1p/2p1q3/4p3/3P1PpQ/N3P2N/PPP3PP/R1B1KB1R,black,KQkq,-,0,9,17,32,16,16,dense
board_000342,rnbq1knr/2ppppbp/p5p1/1p6/2P5/PQ5P/RP1PPPPR/1NB1KBN1 w - - 2 9,rnbq1knr/2ppppbp/p5p1/1p6/2P5/PQ5P/RP1PPPPR/1NB1KBN1,white,-,-,2,9,16,32,16,16,dense
board_000343,rnbqk1nr/ppppp3/7p/5pp1/2B1P1P1/N6N/PbPP1P1P/1RBQ1K1R b kq - 1 7,rnbqk1nr/ppppp3/7p/5pp1/2B1P1P1/N6N/PbPP1P1P/1RBQ1K1R,black,kq,-,1,7,13,31,15,16,dense
board_000344,rn1qkbnr/pppb2p1/3p4/1N2pp2/6Pp/P4P1N/RPPPP1KP/2BQ1B1R w kq - 0 10,rn1qkbnr/pppb2p1/3p4/1N2pp2/6Pp/P4P1N/RPPPP1KP/2BQ1B1R,white,kq,-,0,10,18,32,16,16,dense
board_000345,rn1qkbn1/p2p1p1r/b3p3/1pp3pp/PPP3PP/2N2P2/3PP2R/R1BQKBN1 b Qq - 2 8,rn1qkbn1/p2p1p1r/b3p3/1pp3pp/PPP3PP/2N2P2/3PP2R/R1BQKBN1,black,Qq,-,2,8,15,32,16,16,dense
board_000346,r1bk1bnr/pppp3p/2n1Qpp1/4p3/Pq6/2P1N3/1P1PPPPP/1RB1KBNR b K - 3 9,r1bk1bnr/pppp3p/2n1Qpp1/4p3/Pq6/2P1N3/1P1PPPPP/1RB1KBNR,black,K,-,3,9,17,32,16,16,dense
board_000347,rnbqkb2/ppppppp1/3n3r/P2N3p/8/4P3/1PPP1PPP/R1BQKBNR w KQq - 1 6,rnbqkb2/ppppppp1/3n3r/P2N3p/8/4P3/1PPP1PPP/R1BQKBNR,white,KQq,-,1,6,10,32,16,16,dense
board_000348,r1bqkbn1/1ppr4/p1nQpp1p/1P1p2p1/2P3P1/4PN2/P2P1P1P/RNBK1B1R w q - 4 11,r1bqkbn1/1ppr4/p1nQpp1p/1P1p2p1/2P3P1/4PN2/P2P1P1P/RNBK1B1R,white,q,-,4,11,20,32,16,16,dense
board_000349,rnb1kb1r/1pqpppp1/7n/p1p4p/1P2PP1P/P1N5/1BPPQKP1/R4BNR b - - 2 9,rnb1kb1r/1pqpppp1/7n/p1p4p/1P2PP1P/P1N5/1BPPQKP1/R4BNR,black,-,-,2,9,17,32,16,16,dense
board_000350,rn5r/pb1pkBbp/1p3np1/2p1pp1Q/5P1q/1P1PP1P1/P1P4P/R1BNK1NR w KQ - 1 13,rn5r/pb1pkBbp/1p3np1/2p1pp1Q/5P1q/1P1PP1P1/P1P4P/R1BNK1NR,white,KQ,-,1,13,24,32,16,16,dense
board_000351,1rb1kbnr/p1p3pp/1pnppq2/5p2/4Q2P/2P1PN2/PP1PKPP1/RNB2BR1 b k - 3 8,1rb1kbnr/p1p3pp/1pnppq2/5p2/4Q2P/2P1PN2/PP1PKPP1/RNB2BR1,black,k,-,3,8,15,32,16,16,dense
board_000352,r1b1k1nr/p1ppqppp/n7/1p2p3/1b1PP3/2P2Q1P/PPK2PP1/RNB2BNR b kq - 2 7,r1b1k1nr/p1ppqppp/n7/1p2p3/1b1PP3/2P2Q1P/PPK2PP1/RNB2BNR,black,kq,-,2,7,13,32,16,16,dense
board_000353,rnbq1bnr/1pppp1pp/p3k3/1B6/4Pp2/1P3P1P/P1PP2PR/RNBQK1N1 b Q - 0 6,rnbq1bnr/1pppp1pp/p3k3/1B6/4Pp2/1P3P1P/P1PP2PR/RNBQK1N1,black,Q,-,0,6,11,32,16,16,dense
board_000354,r3k1nr/ppq2p2/3pb2p/1Np3p1/1nB1p2P/b2PP3/PPPQ1PP1/R1B2KNR b kq - 2 12,r3k1nr/ppq2p2/3pb2p/1Np3p1/1nB1p2P/b2PP3/PPPQ1PP1/R1B2KNR,black,kq,-,2,12,23,32,16,16,dense
board_000355,1rbq1k1r/2ppp2p/ppn2npb/5p2/2B1P3/1PN3PP/P1PP1P1R/R1BQK1N1 w Q - 9 11,1rbq1k1r/2ppp2p/ppn2npb/5p2/2B1P3/1PN3PP/P1PP1P1R/R1BQK1N1,white,Q,-,9,11,20,32,16,16,dense
board_000356,r1bqkb1r/1ppp1pp1/7n/pP2p2p/1n2PP1P/N7/P1PP2P1/R1BQKBNR w KQkq - 1 7,r1bqkb1r/1ppp1pp1/7n/pP2p2p/1n2PP1P/N7/P1PP2P1/R1BQKBNR,white,KQkq,-,1,7,12,32,16,16,dense
board_000357,r2qkbnr/p1p1pp1p/np1pb3/4N3/P2P2p1/6PP/1PP1PP2/RNBQKB1R w KQkq - 3 8,r2qkbnr/p1p1pp1p/np1pb3/4N3/P2P2p1/6PP/1PP1PP2/RNBQKB1R,white,KQkq,-,3,8,14,32,16,16,dense
board_000358,rn1qkb1r/ppp1pppp/5n2/1P1p1b2/8/N6P/P1PPPPP1/R1BQKBNR b KQkq - 0 4,rn1qkb1r/ppp1pppp/5n2/1P1p1b2/8/N6P/P1PPPPP1/R1BQKBNR,black,KQkq,-,0,4,7,32,16,16,dense
board_000359,rn1qkb1r/1b1p1ppN/ppnp4/4p3/4P3/3Q2P1/PPPP1P1P/R1B1KBR1 b Qq - 0 11,rn1qkb1r/1b1p1ppN/ppnp4/4p3/4P3/3Q2P1/PPPP1P1P/R1B1KBR1,black,Qq,-,0,11,21,30,15,15,dense
board_000360,rnb2knr/3p1p1p/Q1pbpq2/pp4p1/6P1/P1PPPN1B/1P3P1P/RNB2RK1 b - - 0 11,rnb2knr/3p1p1p/Q1pbpq2/pp4p1/6P1/P1PPPN1B/1P3P1P/RNB2RK1,black,-,-,0,11,21,32,16,16,dense
board_000361,r2qkb1r/pb1ppp1p/npp2n2/3P2p1/7P/4PR2/PPPK1PP1/RNBQ1BN1 b kq - 0 8,r2qkb1r/pb1ppp1p/npp2n2/3P2p1/7P/4PR2/PPPK1PP1/RNBQ1BN1,black,kq,-,0,8,15,32,16,16,dense
board_000362,rnb1kb1r/pq4p1/2Pp1n1p/1p2ppP1/1P3B2/2N4P/P1PKPPR1/R2Q1BN1 w kq - 1 13,rnb1kb1r/pq4p1/2Pp1n1p/1p2ppP1/1P3B2/2N4P/P1PKPPR1/R2Q1BN1,white,kq,-,1,13,24,31,16,15,dense
board_000363,rnbqkb1r/p1ppppp1/5n2/1p5p/8/2P5/PP1PPPPP/RNBQKBNR w KQkq - 2 4,rnbqkb1r/p1ppppp1/5n2/1p5p/8/2P5/PP1PPPPP/RNBQKBNR,white,KQkq,-,2,4,6,32,16,16,dense
board_000364,rnbqkb1r/ppp2ppp/4p2n/3p4/1P2P3/P4N2/2PP1PPP/RNBQKB1R b KQkq - 0 4,rnbqkb1r/ppp2ppp/4p2n/3p4/1P2P3/P4N2/2PP1PPP/RNBQKB1R,black,KQkq,-,0,4,7,32,16,16,dense
board_000365,rnbqkbnr/p1pp1p2/1p6/4p1pp/P1P5/5N2/1PQPPPPP/RNB1KB1R b KQkq - 1 5,rnbqkbnr/p1pp1p2/1p6/4p1pp/P1P5/5N2/1PQPPPPP/RNB1KB1R,black,KQkq,-,1,5,9,32,16,16,dense
board_000366,rnb1qbn1/2p1p1kr/pp3pp1/3p3p/PB3P2/1P1P3N/R1P1P1PP/1N1QKB1R w K - 0 13,rnb1qbn1/2p1p1kr/pp3pp1/3p3p/PB3P2/1P1P3N/R1P1P1PP/1N1QKB1R,white,K,-,0,13,24,32,16,16,dense
board_000367,rn1k1bnr/p1pq1p2/2bpp1p1/1p5p/2PPPP2/P5Q1/RP4PP/1NB1KBNR w K - 7 13,rn1k1bnr/p1pq1p2/2bpp1p1/1p5p/2PPPP2/P5Q1/RP4PP/1NB1KBNR,white,K,-,7,13,24,32,16,16,dense
board_000368,r1b1kb1r/pp1p1qp1/2p5/4pp1p/1n2P1n1/PP1B4/2PPNPPP/RNBQK2R b KQkq - 5 12,r1b1kb1r/pp1p1qp1/2p5/4pp1p/1n2P1n1/PP1B4/2PPNPPP/RNBQK2R,black,KQkq,-,5,12,23,32,16,16,dense
board_000369,r1bqkbnr/pppppp1p/8/n5p1/3P4/2P4P/PP2PPP1/RNBQKBNR w KQkq - 1 4,r1bqkbnr/pppppp1p/8/n5p1/3P4/2P4P/PP2PPP1/RNBQKBNR,white,KQkq,-,1,4,6,32,16,16,dense
board_000370,rnbk1b1r/ppqppppp/5n2/2p5/4PP2/N4N2/PPPPQKPP/R1B2B1R w - - 3 7,rnbk1b1r/ppqppppp/5n2/2p5/4PP2/N4N2/PPPPQKPP/R1B2B1R,white,-,-,3,7,12,32,16,16,dense
board_000371,rn1qk2r/2ppppb1/b4np1/p6p/N6Q/1pPP1P2/PP1KP1PP/R1B2BNR b kq - 1 10,rn1qk2r/2ppppb1/b4np1/p6p/N6Q/1pPP1P2/PP1KP1PP/R1B2BNR,black,kq,-,1,10,19,32,16,16,dense
board_000372,r1bqkb1r/p1p1p1pp/1pn2p1n/3p1B2/P5Q1/4P3/1PPP1PPP/RNB1K1NR b KQkq - 5 6,r1bqkb1r/p1p1p1pp/1pn2p1n/3p1B2/P5Q1/4P3/1PPP1PPP/RNB1K1NR,black,KQkq,-,5,6,11,32,16,16,dense
board_000373,rn2kbnr/p4ppp/b2p4/1pp1p3/1P1P3q/4PQ2/P1P2PPR/RNB1KBN1 b Qkq - 1 7,rn2kbnr/p4ppp/b2p4/1pp1p3/1P1P3q/4PQ2/P1P2PPR/RNB1KBN1,black,Qkq,-,1,7,13,31,15,16,dense
board_000374,r1bqk1nr/pp1p3p/2pb1pp1/4p3/1P2P2P/2PBn3/P2PKPP1/RNBQ2NR w kq - 0 10,r1bqk1nr/pp1p3p/2pb1pp1/4p3/1P2P2P/2PBn3/P2PKPP1/RNBQ2NR,white,kq,-,0,10,18,32,16,16,dense
board_000375,rnbqkbnr/pp2ppp1/2p5/3p3p/P7/8/1PPPPPPP/RNBQKBNR w KQkq - 0 4,rnbqkbnr/pp2ppp1/2p5/3p3p/P7/8/1PPPPPPP/RNBQKBNR,white,KQkq,-,0,4,6,32,16,16,dense
